null,null
706.73702,-2.370262
734.584743,1.022745
645.404408,18.724721
694.620303,15.008338
505.806053,16.608269
913.034394,-2.338711
575.018752,13.412429
858.559715,6.159045
670.937892,5.464167
806.148921,15.88639
958.255086,4.345559
846.632026,15.771905
892.517951,9.87078
584.026387,-1.323991
567.662928,-0.938056
608.389831,-3.462408
867.411499,-3.544194
957.107747,16.236303
945.920649,-2.676622
902.50455,13.37749
688.07804,-3.365539
528.670214,-2.543147
924.83265,7.849167
685.392607,18.111818
803.951351,11.868412
532.086089,13.416678
841.592212,7.72546
509.607097,7.428529
805.085046,17.850505
702.847335,0.441027
702.309876,6.990363
681.995148,1.652999
778.063888,5.115268
535.355768,10.208953
542.807578,5.894834
931.620937,6.818488
984.18064,18.575195
674.478769,-0.588329
736.678297,7.339359
837.4542,-2.462615
609.878594,8.482814
691.870773,-3.538308
500.611403,-3.013593
765.824528,8.173241
839.459666,5.318535
997.060262,7.752745
846.983569,3.548674
567.641211,19.813573
500.058186,6.10428
633.302416,0.970471
733.715362,1.753096
785.378657,5.543456
528.880256,9.642891
708.19743,2.95391
661.393409,-4.519343
619.827589,-3.480103
512.708748,13.18332
709.074419,-0.392243
967.65826,18.581964
906.611633,6.34698
549.673971,8.011612
953.140931,0.365411
568.857795,15.868615
852.4698,1.251809
683.289886,11.467645
922.398138,4.702794
898.966275,16.780346
781.304381,3.561215
658.756024,-2.112325
733.321609,8.202961
795.769077,14.227951
639.99455,15.97926
751.524921,15.972651
991.307719,10.671484
584.312996,11.111992
513.975642,4.165506
918.135346,5.08231
779.885666,13.802622
607.622179,-2.98271
902.583924,0.114084
519.310976,-2.044941
534.695191,-4.10373
954.679698,17.583191
504.167147,13.833524
865.324826,-2.646365
552.229789,1.125689
635.674748,-0.950381
760.960552,15.827382
833.629215,14.136544
883.345693,5.85602
954.515438,15.478907
913.728713,2.875644
808.751421,4.255288
861.53634,-0.486427
828.607268,11.153415
816.172758,9.616904
694.454937,17.177366
515.972596,17.505907
805.897177,15.648915
759.103459,3.431334
